#,Sistema-Modulo,Projeto-Modulo,# Projeto Hierarquia,Projeto Hierarquia,Tipo,Situação,Título,Atribuído para,Catálogo_01 (Memora - 13/2020),HET (Real),qtd_servicos,Início,Tarefa pai,Qtd. de Anexos
84554,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,[Tela] DEMONSTRATIVO DA RECEITA REALIZADA LÍQUIDA,Carlos Augusto Costa Bastos,,,,2023-06-27,58361,4
84552,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,[Frontend] DEMONSTRATIVO DA RECEITA REALIZADA LÍQUIDA,Carlos Augusto Costa Bastos,,,,2023-06-27,58361,0
84551,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,[Backend] DEMONSTRATIVO DA RECEITA REALIZADA LÍQUIDA,Carlos Augusto Costa Bastos,,,,2023-06-27,58361,0
84546,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Comparativo Diário DARE X CRA – VISÃO SINTÉTICA | Correções,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-06-27,58361,8
84536,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Atividade,Validação,Montagem de ambiente [configuração-SPC],Alessandro Jorge Rodrigues da Silva,,,,2023-06-26,68588,6
84535,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Nova,Alterações no layout da Consulta de Saldos Contábeis do SCG - 2023.,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-06-26,58361,1
84533,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Teste,Validação com Ressalvas,Execução de Roteiro de Testes - {SPC},Junior Batista Menezes,25-TestesFuncionaisManuais,,10,2023-06-14,70884,42
84531,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Validação,Corrigir versionamento da classe Anexo10_2022Service.java e criar uma Anexo10_2023Service.java,Marco Antonio Silva Pegado,,,,2023-06-26,58361,0
84518,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Alteração de regra relatório - DEMONSTRATIVO SINTÉTICO DA MOVIMENTAÇÃO DO ATIVO IMOBILIZADO E INTANGÍVEL Ano 2023,Marco Antonio Silva Pegado,,,,2023-06-26,58361,3
84516,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Nova,Implementação de Novo Serviço em batch [Inscrição em Lote],,,,1,2023-06-26,75440,0
84508,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Validação,ANEXO 01 - REGISTRO DE SALDO BANCÁRIO | Correções,Marco Antonio Silva Pegado,,,,2023-06-26,58361,8
84505,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),,,Correção,Validação,Ajuste Validação - Créditos a Receber ,Geison Leal Feitosa,,,,2023-06-26,,2
84498,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Configuração,Validação,Montagem de ambiente do Sistema de Disponibilidade de Informação Contábil [configuracao-sistema],Carlos Augusto Costa Bastos,,,,2023-06-26,58361,2
84497,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Aguardando,Correção - Anexo 02-SCG ano 2023,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-06-26,58361,6
84493,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Agendamento Retenção | Tela Agendamento de Tarefas,Darckles Pereira de Almeida,,,,2023-06-26,58361,1
84491,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Alteração da tela do relatório demonstrativo dos saldos dos agentes arrecadadores,Carlos Augusto Costa Bastos,,,,2023-06-26,58361,3
84490,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Cancelada,[Tela] Retenção | Restos a Pagar / Unidade,Darckles Pereira de Almeida,,,,2023-06-26,58361,1
84489,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Cancelada,[Front-end] Retenção | Restos a Pagar / Unidade,Darckles Pereira de Almeida,,,,2023-06-26,58361,1
84487,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,[Back-end] Retenção | Restos a Pagar / Unidade,Darckles Pereira de Almeida,,,,2023-06-26,58361,1
84460,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Relatório |  DEMONSTRATIVO DA RECEITA REALIZADA LÍQUIDA,Carlos Augusto Costa Bastos,,,,2023-06-23,58361,6
84454,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Resolvida,Ajuste validação Complementar - Créditos a Receber ,Minoru Garcia Gondo Lima,21-Manutenções-ValidaçõesdeDados,,1,2023-06-23,73566,4
84453,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Regra Contábil - C.C. | Ordenar,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-06-23,58361,6
84392,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Validação,Ajuste na tela Vinculo de Conta Corrente,Marco Antonio Silva Pegado,,,,2023-06-22,58361,3
84388,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Validação,Deploy - Scg-Agent ( Junho 2023 ) | Produção,Darckles Pereira de Almeida,,,,2023-06-22,58361,0
84387,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Validação,Deploy - Scg-Web ( Junho 2023 ) | Produção,Darckles Pereira de Almeida,,,,2023-06-22,58361,0
84379,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Teste,Validação,Upgrade de versão do banco de dados Oracle,Darckles Pereira de Almeida,,,,2023-06-22,58361,1
84340,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Relatório - Correção relatório DEMONSTRATIVO DOS SALDOS DOS AGENTES ARRECADADORES,Carlos Augusto Costa Bastos,,,,2023-06-22,58361,3
84339,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,SQL - Correção relatório DEMONSTRATIVO DOS SALDOS DOS AGENTES ARRECADADORES,Carlos Augusto Costa Bastos,,,,2023-06-22,58361,1
84337,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,SQL - Alterar relatório COMPARATIVO ENTRE O PASSIVO FINANCEIRO E A DISPONIBILIDADE COMPROMETIDA,Carlos Augusto Costa Bastos,,,,2023-06-22,58361,0
84325,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Comparativo Diário DARE X CRA – VISÃO SINTÉTICA | Correções na tela e no relatório,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-06-22,58361,18
84322,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Correção regra do Relatório - DEMONSTRATIVO DAS DISPONIBILIDADES CLASSE 1 X CLASSE 8 – CUTE (DEMAIS CONTAS),Marco Antonio Silva Pegado,,,,2023-06-22,58361,3
84221,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção - Relatório Anexo 02 Comparativo da Despesa Autorizada com a Realizada,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-06-21,58361,5
84195,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,Alteração SQL - relatório COMPARATIVO ENTRE SCG E SIOFINET - EXECUÇÃO DA DESPESA,Marco Antonio Silva Pegado,,,,2023-06-21,58361,1
84157,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Contabilizar Registro Contábil | Parametrização,Jose Humberto Froes Junior,21-Manutenções-AnáliseExploratóriadeProblemas,,1,2023-06-21,58361,8
84105,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,SQL -Alterar relatório COMPARATIVO ENTRE O ATIVO FINANCEIRO E CONTAS DE DISPONIBILIDADE 82111,Carlos Augusto Costa Bastos,,,,2023-06-20,58361,0
84099,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Validação,BackEnd - Correção relatório DEMONSTRATIVO DOS SALDOS DOS AGENTES ARRECADADORES,Carlos Augusto Costa Bastos,,,,2023-06-20,58361,4
84080,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração de regra relatório - DEMONSTRATIVO SINTÉTICO DA MOVIMENTAÇÃO DO ATIVO IMOBILIZADO E INTANGÍVEL Ano 2023,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-06-20,58361,6
84073,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Cadastro de Relatórios Fiscais | Filtro do Nome do Relatório,Darckles Pereira de Almeida,,,,2023-06-20,58361,2
84067,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Validação,Visualização das retenções de relatórios | Nomes na listagem,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,20,2023-06-20,58361,4
84046,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Validação com Ressalvas,Alteração no serviço de baixa automática SCGxSPC,Darckles Pereira de Almeida,,,,2023-06-20,75440,0
84026,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterar nomes dos relatórios,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-06-19,58361,3
83958,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Validação,Relatório - Alterar relatório COMPARATIVO ENTRE O PASSIVO FINANCEIRO E A DISPONIBILIDADE COMPROMETIDA,Carlos Augusto Costa Bastos,,,,2023-06-19,58361,2
83957,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Gestão,Validação,Relatório - Alterar relatório COMPARATIVO ENTRE O ATIVO FINANCEIRO E CONTAS DE DISPONIBILIDADE 82111,Carlos Augusto Costa Bastos,,,,2023-06-19,58361,4
83955,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Gestão,Validação,BackEnd - Alterar relatório COMPARATIVO ENTRE O PASSIVO FINANCEIRO E A DISPONIBILIDADE COMPROMETIDA,Carlos Augusto Costa Bastos,,,,2023-06-19,58361,3
83945,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Teste,Fechada,ROTEIRO DE TESTES SPC - VALIDAÇÃO DE FUNCIONALIDADES,Junior Batista Menezes,23-RoteirodeTestes,,2,2023-06-14,70884,0
83931,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Validação,Retenção de Relatórios | Erros,Darckles Pereira de Almeida,,,,2023-06-19,58361,3
83927,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG-Integrações,65234,SCG-Integrações,Teste,Fechada,Execução de Roteiro de Testes - {Integração SCGxSPMeSIGO},Junior Batista Menezes,25-TestesFuncionaisManuais,,3,2023-06-16,70605,9
83923,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG-Integrações,65234,SCG-Integrações,Teste,Fechada,Roteiro de testes - {Integração SCGxSPMeSIGO},Junior Batista Menezes,23-RoteirodeTestes,,1,2023-06-16,70605,0
83873,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,86038,SCG - Sistema de Contabilidade Geral (PRODUTO),Implantação,Cancelada,Cadastro de Nome de Relatórios Fiscais | Edição,Darckles Pereira de Almeida,,,0,2023-06-16,86107,1
83872,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,86038,SCG - Sistema de Contabilidade Geral (PRODUTO),Correção,Fechada,Cadastro de Relatórios Fiscais | Erro na Exclusão,Darckles Pereira de Almeida,,,,2023-06-16,86107,2
83840,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Ajuste - Persistir Valor Original da Prestação Complementar - [frontend],Minoru Garcia Gondo Lima,21-Manutenções-Alteração/ExclusãodeRegradeNegócio,,5,2023-06-20,73566,8
83833,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Validação,BackEnd - Alterar relatório COMPARATIVO ENTRE O ATIVO FINANCEIRO E CONTAS DE DISPONIBILIDADE 82111,Carlos Augusto Costa Bastos,,,,2023-06-16,58361,5
83829,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterar SQL do relatório Dem. do Total de Dare's Contabilizados,Darckles Pereira de Almeida,,,,2023-06-16,58361,2
83811,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG-Integrações,65234,SCG-Integrações,Implementação,Fechada,Alteração no formulário de Manter Patrimônio {SCGxSPMeSIGO},Carlos Augusto Costa Bastos,,,,2023-06-15,65234,1
83804,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Visualização das retenções de relatórios | Correções,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-06-15,58361,4
83794,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG-Integrações,65234,SCG-Integrações,Análise,Fechada,Erro - violação de integridade [Patrimônio SCG] - {Integração SCGxSPMeSIGO},Junior Batista Menezes,10-Estudo/AnálisedeSistemaLegado,,1,2023-06-15,70605,3
83784,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,ANEXO 01 - REGISTRO DE SALDO BANCÁRIO | Consolidados,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-06-15,58361,8
83747,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração de regra relatório - DEMONSTRATIVO SINTÉTICO DA MOVIMENTAÇÃO DO ATIVO IMOBILIZADO E INTANGÍVEL Ano 2023,Marco Antonio Silva Pegado,,,,2023-06-15,58361,0
